,mck,ten_cong_ty,mst,cong_ty_con,doanh_thu_2020,doanh_thu_2021
810,OIL,Tổng Công ty Dầu Việt Nam - CTCP,305795054,"Công ty TNHH MTV Kinh doanh dầu nội địa PVOIL Lào, Công ty TNHH MTV Xăng dầu Dầu khí Lào, CTCP Xăng dầu Dầu khí Trà Vinh, CTCP Xăng dầu Dầu khí Bạc Liêu, Tổng công ty Thương mại Kỹ thuật và Đầu tư, CTCP Thương mại Du lịch Xăng dầu Dầu khí Hà Giang, CTCP Xăng dầu Dầu khí Cái Lân, CTCP Xăng dầu Dầu khí Bình Thuận, CTCP Xăng dầu Dầu khí Tây Ninh, CTCP Xăng dầu Dầu khí PV Oil Miền Trung, CTCP Xăng dầu Dầu khí PV Oil Hải Phòng, CTCP Xăng dầu Dầu khí Hà Nội, CTCP Xăng dầu Dầu khí Phú Thọ, CTCP Vận tải Xăng dầu Dầu khí Việt Nam, CTCP Xăng dầu Dầu khí Thái Bình, CTCP Sản xuất và Chế biến Dầu khí Phú Mỹ, CTCP Xăng dầu Dầu khí Phú Yên, CTCP Xăng dầu Dầu khí Sài Gòn, CTCP Dầu nhờn PV Oil, CTCP Xăng dầu Dầu khí Vũng Tàu, CTCP Xăng dầu Dầu khí Thanh Hóa, CTCP Xăng dầu Dầu khí Nam Định, CTCP Thương mại Xuất nhâp khẩu Thủ Đức, CTCP Xăng dầu Dầu khí Campuchia, Công ty TNHH MTV Kinh doanh dầu Quốc tế Singapore, CTCP Dịch vụ Dầu khí Thái Bình, CTCP Thương mại Thạch Hãn, CTCP Hóa dầu và Nhiên liệu Sinh học Dầu khí Miền Trung, CTCP Xăng dầu Dầu khí Ninh Bình, CTCP Nhiên liệu Sinh học Phương Đông, CTCP Thương mại Dầu khí Petechim, CTCP Thương nghiệp Cà Mau","23,288,161","30,412,310"
811,ONE,CTCP Truyền thông Số 1,100233174,,"634,970","705,612"
812,ONW,CTCP Dịch vụ Một Thế Giới,306507037,,238,
813,OPC,CTCP Dược phẩm OPC,302560110,CTCP Dược phẩm TW 25,"965,591","1,123,728"
814,ORS,CTCP Chứng khoán Tiên Phong,304814339,,"390,125","1,346,029"
815,CJC,CTCP Cơ điện Miền Trung,400528732.0,Công ty TNHH Thương mại Trường Thông TTC,"245,556","95,921"
816,CKA,CTCP Cơ Khí An Giang,1600111049.0,"Công ty TNHH MTV Cầu đường Cơ khí An Giang, Công ty TNHH MTV Cơ khí Long Xuyên, Công ty TNHH Liên doanh Antraco","134,211","114,257"
817,CKD,CTCP Cơ khí Đông Anh LICOGI,100106391.0,Công ty TNHH Khu công nghiệp Thăng Long,"1,043,052","758,010"
818,CKG,CTCP Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,1700113586.0,"Công ty TNHH Đầu tư Xây dựng CIC Phú Quốc, Công ty TNHH CIC EDUCATION, Công ty TNHH Thương mại Dịch vụ CIC Kiên Giang, CTCP Đầu tư Xây Dựng CIC Thắng Anh, CTCP Đầu tư Phát triển Hạ tầng Phú Quốc, CTCP Xây Dựng CIC Kiên Giang, CTCP Tư vấn Xây Dựng CIC Nam Việt, CTCP CIC Tinh Khôi, CTCP Tư vấn Xây Dựng CIC Kiên Giang, CTCP Phát triển Đô thị Kiên Giang","1,114,743","1,103,225"
819,CKV,CTCP COKYVINA,100684716.0,"CTCP Du lịch Bưu điện, CTCP Đầu tư Thương mại Việt Nhật, CTCP NIKKO Việt Nam","433,689","482,091"
820,CLC,CTCP Cát Lợi,303185504.0,,"1,899,749","2,142,096"
821,CLG,CTCP Đầu tư và Phát triển Nhà đất COTEC,303666737.0,CTCP Tư vấn và Đầu tư Cotec,"256,856","155,127"
822,CLH,CTCP Xi măng La Hiên VVMI,4600422240.0,,"712,914","733,786"
823,CLL,CTCP Cảng Cát Lái,305168938.0,"CTCP Tiếp vận Quốc tế Cảng Cát Lái, CTCP Tân Cảng Quế Võ","386,239","264,281"
824,CLM,CTCP Xuất nhập khẩu Than - Vinacomin,100100304.0,,"7,489,000","2,678,653"
825,CLW,CTCP Cấp nước Chợ Lớn,304797806.0,,"1,176,566","1,154,447"
826,CLX,CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),301307933.0,"CTCP Logistis Vĩnh Lộc, Công ty TNHH MTV KCN Vĩnh Lộc, CTCP Dịch vụ Vĩnh Lộc -Bến Thành","503,306","455,406"
827,CMC,CTCP Đầu tư CMC,100104309.0,"CTCP Khảo sát đo đạc HCGC Hà Nội, CTCP Viễn thông tín hiệu đường sắt, CTCP Cơ khí ô tô 3.2","72,555","36,733"
828,CMD,CTCP Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,302495140.0,,"1,217,473","819,486"
829,CMF,CTCP Thực phẩm Cholimex,304475742.0,,"2,263,329","2,508,601"
830,CMG,CTCP Tập đoàn Công nghệ CMC,100244112.0,"Công ty TNHH Tổng Công ty Công nghệ và Giải pháp CMC, công ty TNHH CMC Education, Công ty THNH CMC Global, Công ty TNHH CMC Đà Nẵng, Công ty TNHH Công nghệ và Giải pháp CMC Sài Gòn, Công ty TNHH Sản xuất và Dịch vụ CMC, Công ty TNHH An ninh An toàn Thông tin CMC, Viện nghiên cứu ứng dụng công nghệ CMC, CTCP CMC Japan, Công ty TNHH CMC Châu Á Thái Bình Dương, trường đại học mỹ thuật Công nghiệp Á Châu, CTCP Hạ tầng Viễn thông CMC, CTCP CMC Consulting, CTCP NetNam","5,181,109","6,290,385"
831,CMI,CTCP CMISTONE Việt Nam,102381001.0,CT TNHH Đầu tư Và Thương mại CMI,"27,034","38,584"
832,CMK,CTCP Cơ khí Mạo Khê - Vinacomin,5700526478.0,,"196,946","189,319"
833,CMN,CTCP Lương thực Thực phẩm Colusa - Miliket,304517551.0,,"611,308","571,299"
834,CMP,CTCP Cảng Chân Mây,3300515171.0,,"137,164","166,939"
835,CMS,CTCP Tập Đoàn CMH VIETNAM,102307343.0,"CTCP CM Đầu tư và Thương mại, Công ty TNHH CM Xây dựng, Công ty Cổ phần CM Phan Thiết","278,414","187,444"
836,CMT,CTCP Công nghệ Mạng và Truyền thông,101122893.0,Công ty TNHH Dịch vụ Phần mềm INFONET,"768,791","636,882"
837,CMV,CTCP Thương nghiệp Cà Mau,2000110221.0,"Công ty TNHH MTV Bách Việt, CTCP In Bạc Liêu","4,222,075","3,861,507"
838,CMW,CTCP Cấp nước Cà Mau,2000101918.0,,"123,492","110,456"
839,CMX,CTCP Camimex Group,2000103908.0,"CTCP Camimex Logistics, CTCP Camimex Foods, CTCP Camimex, CTCP Camimex Quảng Trị, Công ty TNHH Camimex Farm, Công ty TNHH Công nghệ cao Camimex, Công ty TNHH Camimex Organic","1,424,587","2,093,645"
840,CNA,CTCP Tổng Công ty Chè Nghệ An,2900326223.0,,"23,877","16,100"
841,CNC,CTCP Công nghệ Cao Traphaco,900255402.0,,"495,023","545,178"
842,CNG,CTCP CNG Việt Nam,3500800828.0,,"2,337,891","3,057,744"
843,CNN,CTCP Tư vấn Công nghệ Thiết bị và Kiểm Định Xây dựng - Coninco,100106169.0,"CTCP Kỹ thuật cơ điện Coninco, CTCP Coninco Đầu tư phát triển Hạ tầng và Tư vấn xây dựng (CONINCO-HOUSING), CTCP CONINCO 3C, CTCP Coninco Thăng Long, CTCP Coninco Máy Xây dựng và Công trình Công nghiệp (CONINCO-MI), CTCP Coninco Quản lý Dự án và Đầu tư (CONINCO-PMI), CTCP Coninco Công nghệ Xây dựng và Môi trường (CONINCO-CE )","390,513","399,436"
844,CNT,CTCP Tập đoàn CNT,301460120.0,"Công ty TNHH Một thành viên Đầu Tư Thương Mại CNT Kiên Giang, Công ty TNHH MTV Sản xuất Kinh Doanh Đá Trà Đuốc, CTCP Đầu tư Thương mại Sài Gòn TMT, CTCP Xây dựng và Thương Mại Ban Tích, CTCP xây dựng dân dụng và công nghiệp phía Nam","489,685","305,918"
845,COM,CTCP Vật tư Xăng Dầu,300450673.0,,"2,899,292","2,659,682"
846,CPA,CTCP Cà phê Phước An,600018327.0,,"91,073","58,673"
847,CPC,CTCP Thuốc sát trùng Cần Thơ,1800457478.0,,"191,835","190,205"
848,CPH,CTCP Phục vụ Mai táng Hải Phòng,201093942.0,,"108,888","112,028"
849,CPI,CTCP Đầu tư Cảng Cái Lân,5700688013.0,Công ty TNHH Cảng Công-ten-nơ quốc tế Cái Lân (CICT),"45,875","57,311"
850,CQN,CTCP Cảng Quảng Ninh,5700100231.0,CTCP Vinalines Đông Bắc,"1,564,161","847,511"
851,CQT,CTCP Xi măng Quán Triều VVMI,4600409377.0,,"665,132","660,550"
852,CRC,CTCP Create Capital Việt Nam,105087537.0,"CTCP công nghệ CRC, Công ty cổ phần CRC Power, Công ty cổ phần CRC Invest, Công ty CP Canadian Solar Việt Nam, CTCP Gạch ngói Vĩnh Phúc, Công ty TNHH Trường Sơn","579,914","369,088"
853,CRE,CTCP Bất động sản Thế Kỷ,101160306.0,"Công ty TNHH Cen CUCKOO, Công ty TNHH TMĐT Ngôi Nhà Thế Kỷ, Công ty TNHH Cen Prime, Công ty TNHH Quản lý đối tác liên kết Cen, CTCP Bất động sản Cen Sài Gòn, CTCP Truyền thông & Giải trí Ngôi Sao Mới, Công ty Cổ phần CEN Nghệ An, Công ty Cổ phần CEN Zone, Công ty Cổ phần CEN Hải Phòng, Công ty Cổ phần CEN Academy, Công ty Cổ phần CEN Khánh Hòa, Công ty Cổ phần CEN Quảng Ninh, Công ty Cổ phần CEN Stay, Công ty Cổ phần CEN Vĩnh Phúc, Công ty Cổ phần CEN Miền Trung, Công ty Cổ phần CEN Thanh Hóa, CTCP Cen Bắc Ninh, CTCP Cen Hưng Yên, CTCP Cen Đông Bắc, Công ty Cổ phần CEN Housing","2,117,495","5,597,582"
854,CSC,CTCP Tập đoàn COTANA,101482984.0,"CTCP Tư vấn đầu tư và Thương mại Cotana, CTCP Xây dựng Cotana, CTCP Xây dựng hạ tầng Cotana, CTCP Tư vấn xây dụng COTANA, CTCP Đầu tư và phát triển công nghệ Thành Nam, Công ty TNHH Kính Thành Nam, Công ty TNHH BMS Thành Nam, CTCP Kiến trúc cảnh quan CotanaGreen, CTCP Kiến trúc và Nội thất Thành Nam","179,711","719,577"
855,CSM,CTCP Công nghiệp Cao su Miền Nam,300419930.0,CTCP Philips Carbon Viet Nam,"4,692,034","4,839,508"
856,CST,CTCP Than Cao Sơn - TKV,5702053837.0,,"3,195,685","8,701,894"
857,CSV,CTCP Hóa chất Cơ bản Miền Nam,301446260.0,CTCP Phốt Pho Việt Nam,"1,338,910","1,576,769"
858,CT3,CTCP Đầu tư và Xây dựng Công trình 3,300421520.0,"Công ty TNHH MTV Cơ Khí và Xây Dựng Công Trình, CTCP Xây dựng công trình Nam Tiến","329,546","468,169"
859,CT6,CTCP Công trình 6,100104901.0,Công ty TNHH MTV công trình 6 Myanmar,"142,333","174,458"
860,CTA,CTCP Vinavico,101910492.0,CTCP Đá tự nhiên Vnstone,"26,308",
861,CET,CTCP HTC Holding,104230142.0,CTCP Tech-Vina NAC,"28,656","29,882"
862,CTB,CTCP Chế tạo Bơm Hải Dương,800287016.0,,"462,252","610,286"
863,CTC,CTCP Tập đoàn Hoàng Kim Tây Nguyên,5900230301.0,CTCP Dịch vụ Du lịch Gia Lai,"133,297","154,082"
864,CTD,CTCP Xây dựng Coteccons,303443233.0,"Công ty TNHH Covestcons, Công ty TNHH Đầu tư Xây dựng Unicons, Công ty CP FutureImpact, Công ty TNHH Solaresco-1, CTCP Phú Nhuận 168, Công ty Cổ phần Đầu tư Hạ Tầng FCC, Công ty Cổ phần Thương mại Quảng Trọng, Công ty Cổ phần Đầu tư Hiteccons","14,558,086","9,077,915"
865,CTF,CTCP City Auto,307979603.0,"CTCP Ô tô Phú Mỹ, CTCP Auto Trường Chinh, CTCP City Auto Vũng Tàu, CTCP Auto Tan Thuan, CTCP Ô tô Nha Trang","5,644,019","4,508,688"
866,CTG,Ngân hàng TMCP Công Thương Việt Nam,100111948.0,"Công ty TNHH MTV Cho thuê tài chính NH TMCP Công thương VN, Công ty TNHH MTV Quản lý Quỹ NH TMCP Công thương VN, Công ty TNHH MTV Vàng bạc đá quý NH TMCP Công thương VN, Công ty TNHH MTV Chuyển tiền toàn cầu NH TMCP Công thương VN, NH TNHH Công thương Việt Nam (Tại Lào), CTCP Chứng khoán Ngân hàng TMCP Công Thương Việt Nam, Công ty TNHH MTV Bảo hiểm Ngân hàng TMCP Công thương Việt Nam, Ngân hàng Indovina","35,580,829","41,788,465"
867,CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,3600459834.0,"CTCP Du lịch Cường Thuận CTI, CTCP Đăng Kiểm Cơ Giới Cường Thuận CTI, CTCP Đầu tư Đồng Thuận, CTCP BOT 319 Cường Thuận CTI, CTCP Đầu tư BOT An Thuận Phát, CTCP Đầu tư Quốc lộ 91 Cần Thơ - An Giang","914,866","758,852"
868,CTN,CTCP Xây dựng Công trình ngầm,101377725.0,"CTCP PIPE JACKING Việt Nam, CTCP ĐT Xây Dựng & Khai Thác Mỏ Vinavico, CTCP Đầu tư và Phát triển CNTT Vinavico, CTCP Công nghiệp khoán sản Vinavico, CTCP năng lượng Vinavico","214,815","191,102"
869,CTP,CTCP Minh Khang Capital Trading Public,3200474316.0,CTCP Nasan Việt Nam,"108,179","74,873"
870,CTR,Tổng Công ty cổ phần Công trình Viettel,104753865.0,"Viettel Construction Myanmar Co.,Ltd, Viettel Construction Lao Co.,Ltd, Viettel Construction Mozambique, LDA, Viettel Construction Peru S.A.C, Viettel Construction Cambodia Co.,Ltd, Viettel Construction Tanzania","6,359,187","7,446,888"
871,CTS,CTCP Chứng khoán Ngân hàng Công thương Việt Nam,101078450.0,,"608,987","1,064,553"
872,CTT,CTCP Chế tạo Máy - Vinacomin,5700495999.0,,"1,492,249","2,069,284"
873,CTW,CTCP Cấp thoát nước Cần Thơ,1800155244.0,"CTCP Cấp nước Thốt Nốt, CTCP Cấp nước Thốt Nốt, CTCP Nhựa Tân Tiến","303,678","296,456"
874,CTX,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,100109441.0,"Công ty TNHH Hospitality Apas (Công ty TNHH CTX Số 3), Công ty TNHH Đầu tư C.T.L, Công ty TNHH CTX Số 2, Công ty TNHH CTX Số 1, CTCP Đầu tư Indochina, CTCP Thủy điện La Ngâu, CTCP Địa ốc Sum Lâm, CTCP Ocean View Nha Trang, CTCP Đầu tư Xây dựng và Thương mại Constrexim, CTCP Xây lắp và Sản xuất Cấu kiện Constrexim, CTCP Constrexim Đúc Tân Long, CTCP Constrexim Đông Đô, CTCP Đầu tư Xây dựng và Lắp máy Điện nước Constrexim Toàn Cầu, CTCP Đầu tư Xây dựng Tư vấn Thiết kế Constrexim, CTCP Constrexim Hồng Hà","152,935","95,174"
875,CVN,CTCP Vinam,102000464.0,"Công ty TNHH Vinam Vũng Áng, Công ty TNHH Công trình và Thiết bị kỹ thuật Miền Nam, Công ty TNHH Nghiên cứu ứng dụng Công nghệ y học, CTCP Công nghệ cao Y tế và Môi trường Hạ Long Tokyo, Công ty Cổ phần Công nghệ cao G7, Công ty Cổ phàn sản xuất phần mềm Vinam, Công ty Cổ phần phòng khám Ba Đình, Công ty TNHH Vinam Sài Gòn","60,110","76,897"
876,CVT,CTCP CMC,2600805810.0,Công ty TNHH Đầu tư và Phát triển CVT,"1,307,357","1,443,096"
877,CX8,CTCP Đầu tư và Xây lắp Constrexim Số 8,101850677.0,CTCP Đầu tư và Xây lắp Constrexim số 8.2,"49,587","70,514"
878,CYC,CTCP Gạch men Chang Yih,3600477135.0,CTCP Gạch Men Chang Yih,"245,393","136,529"
879,VFC,CTCP Vinafco,100108504.0,"Công ty TNHH MTV Vinafco Bình Dương, Công ty TNHH Vận tải và Dịch vụ Vinafco, Công ty TNHH MTV Vinafco Hậu Giang, Công ty TNHH Tiếp vận Đà Nẵng, Công ty TNHH Tiếp vận Vinafco Đình Vũ, Công ty TNHH Tiếp vận Vinafco, Công ty vận tải biển Vinafaco, Công ty TNHH Vận tải và Dịch vụ Vinafco Miền Trung","1,046,266","1,245,217"
880,VFG,CTCP Khử trùng Việt Nam,302327629.0,Công ty TNHH Hải Yến,"1,883,771","2,076,363"
881,VFR,CTCP Vận tải và Thuê tàu,100105937.0,"Công ty TNHH MTV Vietfracht Hải Phòng, Công ty TNHH MTV Vietfracht Hà Nội, Công ty TNHH MTV Vietfracht Hồ Chí Minh, CTCP Kho vận Vietfracht Hưng Yên, Công ty TNHH Heung-A Shipping Việt Nam","170,837","139,667"
882,VGC,Tổng Công ty Viglacera - CTCP,100108173.0,"Công ty TNHH CHAO - Viglacera, Công ty ViMariel - CTCP, CTCP Bê tông khí Viglacera, CTCP Viglacera Vân Hải, CTCP Việt Trì Viglacera, CTCP Kính Viglacera Đáp Cầu, Công ty TNHH MTV Lắp dựng Kính Viglacera, CTCP Thương mại Viglacera, CTCP Tư vấn Viglacera, CTCP Phát triển khu công nghiệp Viglacera Yên Mỹ - Hưng Yên, CTCP Sứ Viglacera Thanh Trì, CTCP Viglacera Từ Liêm, CTCP Viglacera Thăng Long, CTCP Kinh doanh Gạch ốp lát Viglacera, CTCP Viglacera Tiên Sơn, CTCP Viglacera Hà Nội, CTCP Khoáng sản Viglacera, CTCP Viglacera Đông Anh, CTCP Bao bì và Má Phanh Viglacera, CTCP Viglacera Hữu Hưng, CTCP Viglacera Hạ Long, Công ty TNHH MTV Thương mại Viglacera Hạ Long, CTCP Gạch clinker Viglacera, CTCP Kính Nổi Siêu trắng Phú Mỹ, Công ty TNHH Kính nổi Việt Nam (VFG), CTCP Viglacera Hạ Long I, CTCP Đầu tư và Xuất nhập khẩu Viglacera, CTCP vật liệu chịu lửa Viglacera Cầu Đuống, CTCP Viglacera Từ Sơn, CTCP Viglacera Hạ Long II, CTCP Viglacera Đông Triều, Công ty SanVig - CTCP","9,433,049","11,194,313"
883,VGG,Tổng Công ty cổ phần May Việt Tiến,300401524.0,"Công ty TNHH May Xuất khẩu Việt Hồng, CTCP Việt Hưng, CTCP Cơ khí Thủ Đức, CTCP Việt Tiến Đông Á","7,120,959","6,008,314"
884,VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,102409426.0,"Công ty Viettel Timor UNIP, LDA, Công ty Viettel E-commerce Tanzania, Công ty Lumicash S.U, Công ty Telemor Fintech Unipressoal, Lda, Công ty Viettel Tanzania, Công ty E-money Payment Solutions Public Limited, Công ty M-Mola S.A, Công ty TNHH Viettel Cambodia, Công ty Viettel Burundi S.A, Công ty Movitel S.A, Công ty National Telecom S.A, Công ty TNHH Viễn Thông Star, Công ty TNHH Metcom, Công ty TNHH Telecom International Myanmar","5,436,579","5,850,500"
885,VGL,CTCP Mạ Kẽm Công Nghiệp Vingal - Vnsteel,3600239028.0,,"339,337","341,322"
886,VGP,CTCP Cảng Rau Quả,302336158.0,,"9,238,488","10,319,544"
887,VGR,CTCP Cảng Xanh Vip,201579242.0,,"742,674","816,099"
888,VGS,CTCP Ống thép Việt Đức VG PIPE,2500267703.0,"CTCP Thép Việt Đức, CTCP Sản xuất Thép Việt Đức","2,506,408","1,688,167"
889,VGT,Tập đoàn Dệt May Việt Nam,100100008.0,"Công ty TNHH Tổng Công ty Dệt may Miền Bắc - Vinatex, Công ty TNHH Tổng Công ty Dệt may Miền Nam - Vinatex, Công ty TNHH MTV Dệt Kim Đông Phương, Công ty TNHH MTV Dệt 8-3, Công ty TNHH MTV Dệt Kim Đông Xuân, CTCP Vinatex Hồng Lĩnh, CTCP Sản xuất Kinh doanh Nguyên liệu Dệt may Việt Nam, CTCP Dệt kim Hanosimex, CTCP Sản xuất Xuất nhập khẩu Dệt may, CTCP Sản xuất - Xuất nhập khẩu Dệt May, Tổng Công ty Cổ phần Dệt May Hòa Thọ, Công ty TNHH MTV Cơ khí Xây dựng Hòa Thọ, CTCP Dệt May Huế, Tổng Công ty Cổ phần Dệt may Hà Nội, Công ty TNHH MTV Hà Nam - Hanosimex, CTCP Sợi Phú Bài, Tổng Công ty Cổ phần Dệt may Nam Định, CTCP Dệt - Dệt may Nam Định, Công ty TNHH MTV Chăn len - Dệt may Nam Định, CTCP Vinatex Phú Hưng, CTCP Phát triển Hạ tầng Dệt may Phố Nối, CTCP May Hòa Thọ - Duy Xuyên, Tổng Công ty Cổ phần Phong Phú, CTCP Thời trang Hòa Thọ, Tổng Công ty Việt Thắng - CTCP, CTCP Hòa Thọ Thăng Bình, CTCP Dệt gia dụng Phong phú, CTCP Đầu tư phát triển Vinatex, Công ty TNHH May mặc Xuất khẩu Tân Châu, CTCP Dệt may Viễn thông Sài Gòn Vina, CTCP Thời trang Hanosimex, Tổng Công ty Đức Giang - CTCP, Tổng Công ty May Hưng Yên - CTCP, CTCP Vinatex OJ, CTCP May Hải Phòng Hanosimex, Tổng Công ty May 10 - CTCP, CTCP Dệt Khăn Dệt May Nam Định, Công ty May Hòa Thọ - Hội An, CTCP Dệt Hà Đông Hanosimex, CTCP May Halotexco, CTCP Dệt May Liên Phương, Tổng Công ty Cổ phần May Việt Tiến, CTCP Vinatex Đà Nẵng, CTCP May Nam Định, CTCP Thương mại Hải Phòng Hanosimex, CTCP May Hữu Nghị, CTCP May IV Dệt Nam Định, CTCP Dịch vụ Thương mại Dệt Nam Định, Tổng Công ty May Nhà Bè - CTCP, CTCP May Đồng Nai, CTCP May Bình Minh, CTCP May Đáp Cầu, CTCP Tư vấn Xây dựng và Dịch vụ Đầu tư, CTCP Phát triển Nhà Phong Phú - Daewon - Thủ Đức, CTCP May Chiến Thắng, CTCP Đầu tư Vinatex Tân Tạo, CTCP May Đà Lạt","13,908,982","16,002,865"
890,VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,100105278.0,,"148,277","163,816"
891,VHC,CTCP Vĩnh Hoàn,1400112623.0,"Công ty TNHH MTV Vĩnh Hoàn Collagen, Công ty TNHH MTV Thanh Bình Đồng Tháp, Công ty TNHH MTV Thực phẩm Vĩnh Phước, Vinh Technology Pte Ltd, Công ty TNHH Sản xuất Giống Cá tra Vĩnh Hoàn, Công ty Cổ phần Xuất Nhập Khẩu Sa Giang, Công ty TNHH Nông sản thực phẩm Thành Ngọc, Công ty TNHH Thức ăn Thủy sản Feed One, Công ty TNHH Mai Thiên Thanh","7,037,180","9,054,249"
892,VHD,CTCP Đầu tư Phát triển Nhà và Đô Thị VINAHUD,102294285.0,,"8,328","356,226"
893,VHE,CTCP Dược liệu và Thực phẩm Việt Nam,107409148.0,,"121,939","230,643"
894,VHF,CTCP Xây dựng và Chế biến Lương thực Vĩnh Hà,100102830.0,Công ty TNHH FTC- Tungshing,"510,276","425,816"
895,VHG,CTCP Đầu tư Phát triển Việt Trung Nam,400038618.0,"CTCP Sản xuất Ứng dụng Công nghệ cao Thái Sơn, CTCP Tây Bà Nà",,
896,VHH,CTCP Đầu tư Kinh doanh Nhà Thành Đạt,3300365310.0,CTCP Đầu tư Rount Inn Huế,"48,921","55,350"
897,VHL,CTCP Viglacera Hạ Long,5700101147.0,"Công ty TNHH MTV TM Viglacera Hạ Long, CTCP Gạch Clinker Viglacera, CTCP Viglacera Hạ Long 2, CTCP Viglacera Đông Triều, Công ty cổ phần thương mại Viglacera","1,898,309","1,635,957"
898,VHM,CTCP Vinhomes,102671977.0,"CTCP Kinh doanh và phát triển Sinh Thái, CTCP Đầu tư và Phát triển Sinh thái, Công ty TNHH Bất động sản Tây Tăng Long, CTCP Đầu tư Xây dựng Thái Sơn, Công ty TNHH Thương mại Đầu tư và Phát triển Thiên Niên Kỷ, CTCP Phát triển GS Củ Chi, CTCP Đầu tư và Phát triển Làng Vân, Công ty TNHH Metropolis Hà Nội, CTCP Delta, CTCP Đầu tư Khu Công Nghiệp Vinhomes, CTCP Đầu tư Xây dựng Đại An, CTCP Đầu tư và Phát triển Đô thị Sài Đồng, Công ty TNHH Phát triển Công viên trung tâm, CTCP Đầu tư Và Phát triển NewCo, Công ty TNHH MTV Đá Trắng Bảo Lai, Công ty TNHH Đá Cẩm Thạch An Phú, CTCP Đá cẩm thạch Dốc Thẳng, CTCP Khoáng sản Phan Thanh, Công ty TNHH MTV Khai thác khoáng sản Bảo Lai Lục Yên, CTCP Đầu tư Vạn Khoa, Công ty TNHH Kinh doanh Bất động sản Phú Gia, Công ty TNHH Đô thị Đại học Quốc tế Berjaya Việt Nam, CTCP Đầu tư và Phát triển Địa ốc Thành phố Hoàng Gia, CTCP Đầu tư Bảo lai, CTCP Phát triển Thành Phố Xanh, CTCP Tư vấn Đầu tư và Đầu tư Việt Nam, Công ty TNHH Trung tâm Tài chính Việt Nam Berjaya, CTCP Giải pháp Công nghệ thông tin và Hạ tầng truyền dẫn VinITIS","71,546,737","84,985,606"
