,Tên công ty,Tên quốc tế,Tên viết tắt,Mã số thuế,Địa chỉ,Người đại diện,Điện thoại,Ngày hoạt động,Quản lý bởi,Loại hình DN,Tình trạng,Ngành nghề kinh doanh
637,CÔNG TY TNHH NHỰA VÀ HÓA CHẤT TPC VINA,TPC VINA PLASTIC AND CHEMICAL CORPORATION LIMITED.,TPC VINA,3600248368,"KCN Gò Dầu, Xã Phước Thái, Huyện Long Thành, Tỉnh Đồng Nai, Việt Nam",SARAYUTH VORAPRUEKJARU,0251-3841461,1995-06-23,Cục Thuế Tỉnh Đồng Nai,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Sản xuất plastic và cao su tổng hợp dạng nguyên sinh
Chi tiết: Sản xuất nhựa PVC"
638,CÔNG TY CỔ PHẦN TẬP ĐOÀN MAVIN,MAVIN GROUP JOINT STOCK COMPANY,MAVIN GROUP,0900841823,"Thị tứ Bô Thời, Xã Hồng Tiến, Huyện Khoái Châu , Tỉnh Hưng Yên, Việt Nam","ĐÀO MẠNH LƯƠNG
Ngoài ra ĐÀO MẠNH LƯƠNG còn đại diện các doanh nghiệp:
CÔNG TY TNHH AUSTFEED HƯNG YÊN
CÔNG TY CỔ PHẦN MAVIN HOLDINGS
CÔNG TY CỔ PHẦN DƯỢC THÚ Y CAI LẬY
VĂN PHÒNG ĐẠI DIỆN CÔNG TY CỔ PHẦN TẬP ĐOÀN MAVIN TẠI HÀ NỘI
CÔNG TY TNHH THỦY SẢN MAVIN
CÔNG TY TNHH MAVIN YÊN BÌNH
CÔNG TY CỔ PHẦN GIA CẦM MAVIN
CÔNG TY TNHH ĐẦU TƯ SÀI THỊ
CÔNG TY TNHH ĐÔNG KHOÁI CHÂU
CÔNG TY TNHH NÔNG TRẠI ĐÀO GIA
CÔNG TY CỔ PHẦN TẬP ĐOÀN MAVIN (NỘP THAY NHÀ THẦU)",0221 3921921,2012-07-03,Cục Thuế Tỉnh Hưng Yên,Doanh nghiệp nhà nước liên doanh với nước ngoài,Đang hoạt động (đã được cấp GCN ĐKT),"Sản xuất thức ăn gia súc, gia cầm và thuỷ sản
Chi tiết: Sản xuất thức ăn gia súc, gia cầm, thủy sản và sản xuất premix, dưỡng chất, thức ăn cho gia súc, gia cầm, thủy sản, hải sản"
639,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN TỔNG CÔNG TY 28,28 CORPORATION ONE MEMBER LIMITED LIABILITY COMPANY,"28 CORP CO., LTD",0300516772,"03 Nguyễn Oanh, Phường 10, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam","ĐỖ TUẤN ANH ( sinh năm 1968 - Thái Bình) Ẩn thông tin
Ngoài ra ĐỖ TUẤN ANH còn đại diện các doanh nghiệp:
CÔNG TY TNHH MTV TỔNG CÔNG TY 28 (NT)",38942238,2011-02-18,Cục Thuế Thành phố Hồ Chí Minh,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Sản xuất các loại hàng dệt khác chưa được phân vào đâu
Chi tiết: Sản xuất các loại hàng dệt"
640,NGÂN HÀNG TNHH MỘT THÀNH VIÊN STANDARD CHARTERED (VIỆT NAM),STANDARD CHARTERED BANK (VIETNAM) LIMITED,STANDARD CHARTERED,0103617147,"Tầng 3, Phòng CP1.L01 & CP2.L01, Capital Place, 29 Liễu Giai, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",WEE SUNG SAN MICHELE,04 - 39368000,2009-03-11,Cục Thuế Thành phố Hà Nội,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Hoạt động trung gian tiền tệ khác
Chi tiết: 1. Huy động vốn: a. Nhận tiền gửi của tổ chức, cá nhân và các tổ chức tín dụng khác dưới hình thức tiền gửi không kỳ hạn, tiền gửi có kỳ hạn và các loại tiền gửi khác; b. Phát hành giấy tờ có giá; c. Vay vốn của tổ chức tín dụng khác hoạt động tại Việt Nam và của tổ chức tín dụng nước ngoài; d. Vay vốn ngắn hạn của NHNN Việt Nam dưới hình thức tái cấp vốn; 2. Hoạt động tín dụng: a. Cho vay; b. Chiết khấu thương phiếu và giấy tờ có giá khác; c. Bảo lãnh; d. Cấp tín dụng dưới hình thức khác theo quy định của NHNN; e. Thực hiện hoạt động bao thanh toán. 3. Dịch vụ thanh toán và ngân quỹ: a. Mở tài khoản tiền gửi tại NHNN Việt Nam, tại các tổ chức tín dụng khác; b. Cung ứng các phương tiện thanh toán; c. Thực hiện các dịch vụ thanh toán; d. Thực hiện các dịch vụ thu hộ và chi hộ; e. Thực hiện dịch vụ thu và phát tiền mặt cho khách hàng; f. Tổ chức hệ thống thanh toán nội bộ và tham gia hệ thống thanh toán liên ngân hàng trong nước. 4. Kinh doanh, cung ứng dịch vụ ngoại hối trên thị trường trong nước và trên thị trường quốc tế trong phạm vi do Ngân hàng Nhà nước Việt Nam quy định. 5. Cung ứng sản phẩm phái sinh giá cả hàng hóa."
641,CÔNG TY TRÁCH NHIỆM HỮU HẠN PHÁT TRIỂN PHÚ MỸ HƯNG,PHU MY HUNG DEVELOPMENT CORPORATION,PHU MY HUNG CORP.,0300604002,"Lầu 10, Tòa nhà Lawrence S.Ting, số 801 đường Nguyễn Văn Linh, khu A-Đô thị mới Nam Thành Phố, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","TSENG FAN CHIH
Ngoài ra TSENG FAN CHIH còn đại diện các doanh nghiệp:
CÔNG TY TNHH PHÁT TRIỂN PHÚ HƯNG KHANG",Bị ẩn theo yêu cầu người dùng,2008-12-16,Cục Thuế Thành phố Hồ Chí Minh,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê"
642,CÔNG TY TNHH BẢO HIỂM HANWHA LIFE VIỆT NAM,,,0305774706,"Tầng 14, Số 81-85 Hàm Nghi - - Quận 1 - TP Hồ Chí Minh.",Hwang Jun Hwan,Bị ẩn theo yêu cầu người dùng,,Cục Thuế Thành phố Hồ Chí Minh,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),
643,NGÂN HÀNG TNHH INDOVINA,INDOVINA BANK LIMITED,IVB,0300733752,"Số 97A Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam","LIU, CHUN-HAO
Ngoài ra LIU, CHUN-HAO còn đại diện các doanh nghiệp:
NGÂN HÀNG TNHH INDOVINA - CHI NHÁNH HẢI PHÒNG - PHÒNG GIAO DỊCH KHU CÔNG NGHIỆP NOMURA - HẢI PHÒNG
NGÂN HÀNG TNHH INDOVINA - CHI NHÁNH HẢI PHÒNG - PHÒNG GIAO DỊCH HỒNG BÀNG",0839421042,1993-05-11,Cục Thuế Thành phố Hồ Chí Minh,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Hoạt động trung gian tiền tệ khác
-Chi tiết: Theo Giấy phép thành lập và hoạt động Ngân hàng liên doanh số: 101/GP-NHNN ngày 11 tháng 11 năm 2019"
644,CÔNG TY TNHH CÔNG NGHIỆP CHÍNH XÁC VIỆT NAM 1,"VIET NAM PRECISION INDUSTRIAL NO.1 CO.,LTD",VPIC1,2500213190,"Khu công nghiệp Khai Quang, Phường Khai Quang, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc, Việt Nam","WU, TSONG-WUU
Ngoài ra WU, TSONG-WUU còn đại diện các doanh nghiệp:
THUẾ NHÀ THÂU- CÔNG TY TNHH CÔNG NGHIỆP CƠ KHÍ CHÍNH XÁC VIỆT NAM 1",Bị ẩn theo yêu cầu người dùng,2007-12-25,Cục Thuế Tỉnh Vĩnh Phúc,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Sản xuất phụ tùng và bộ phận phụ trợ cho xe có động cơ và động cơ xe
645,CÔNG TY TNHH THƯƠNG MẠI VÀ CHẾ BIẾN LOUIS DREYFUS COMPANY VIỆT NAM,LOUIS DREYFUS COMPANY VIET NAM TRADING AND PROCESSING CO. LTD,,5900424466,"Lô A11 - Khu công nghiệp Trà Đa, Xã Trà Đa, Thành phố Pleiku, Tỉnh Gia Lai, Việt Nam","NGUYỄN ĐĂNG SƠN
Ngoài ra NGUYỄN ĐĂNG SƠN còn đại diện các doanh nghiệp:
CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI VÀ CHẾ BIẾN LOUIS DREYFUS COMPANY VIỆT NAM TẠI THÀNH PHỐ HỒ CHÍ MINH
CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI VÀ CHẾ BIẾN LOUIS DREYFUS COMPANY VIỆT NAM TẠI ĐẮK LẮK
CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI VÀ CHẾ BIẾN LOUIS DREYFUS COMPANY VIỆT NAM TẠI LÂM ĐỒNG
CÔNG TY TNHH TM & CHẾ BIẾN LUOIS DREYFUS COMPANY VIỆT NAM",0269 3735118,2007-08-18,Cục Thuế Tỉnh Gia Lai,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống
Chi tiết: - Thu mua, lưu trữ, chế biến, kinh doanh, xuất khẩu tất cả các loại nông sản (trừ mặt hàng lúa gạo có mã hàng được mô tả tại phụ lục số 02 Quyết định số 10/2007/QĐ-BTM ngày 21/05/2007 - Chế biến và nâng cao chất lượng các loại nông sản có bao gồm cả cà phê cho các khách hàng trong và ngoài nước. Thực hiện quyền phân phối bán buôn (không lập cơ sở bán buôn), quyền phân phối bán lẻ (không lập cơ sở bán lẻ) nguyên liệu phục vụ chế biến thức ăn chăn nuôi, cụ thể là các mặt hàng có mã số HS trong Biểu thuế xuất nhập khẩu và Danh mục hàng hóa xuất nhập khẩu Việt Nam ban hành theo quy định của Bộ Tài chính gồm các mã hàng sau: 0404, 0505, 0506, 0713, 0714, 1001, 1005, 1101, 1103, 1104, 1106, 1108, 1109, 1201, 1213, 1214, 1504, 1507, 1508, 1511, 1512, 1513, 1514, 1515, 1520, 2301, 2302, 2303, 2304, 2305, 2306, 2307, 2308, 2309, 2501, 2835. - Nhập khẩu tất cả các loại nông sản và nguyên liệu dùng vào chế biến thức ăn chăn nuôi"
646,TỔNG CÔNG TY TRUYỀN THÔNG (Loại hình: Công ty TNHH),VNPT MEDIA CORPORATION,TỔNG CÔNG TY VNPT - MEDIA,0106873188,"Tòa nhà VNPT, Số 57 Phố Huỳnh Thúc Kháng , Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, Việt Nam","VŨ TRƯỜNG GIANG
Ngoài ra VŨ TRƯỜNG GIANG còn đại diện các doanh nghiệp:
CÔNG TY ĐIỆN THOẠI I- CHI NHÁNH VIỄN THÔNG ĐÀ NẴNG
CÔNG TY TIN HỌC ĐÀ NẴNG-CHI NHÁNH VIỄN THÔNG ĐÀ NẴNG
CÔNG TY ĐIỆN THOẠI II- CHI NHÁNH VIỄN THÔNG ĐÀ NẴNG
VIỄN THÔNG HỆ I- CHI NHÁNH VIỄN THÔNG ĐÀ NẴNG
TỔNG CÔNG TY TRUYỀN THÔNG
CÔNG TY DỊCH VỤ VIỄN THÔNG ĐÀ NẴNG- CHI NHÁNH VIỄN THÔNG ĐÀ NẴNG",024 37722728,2015-06-12,Cục thuế Doanh nghiệp lớn,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Hoạt động viễn thông không dây
- Chi tiết: Kinh doanh các dịch vụ gia tăng trên mạng bưu chính viễn thông và công nghệ thông tin, các phương tiện thông tin đại chúng."
647,CÔNG TY SẢN XUẤT THÉP ÚC SSE,SSESTEEL LTD,SSESTEEL LTD,0200373471,"Km9 Vật Cách, Phường Quán Toan, Quận Hồng Bàng, Thành phố Hải Phòng, Việt Nam",LÂM VĂN HÙNG,02253850818,1997-08-08,Cục Thuế TP Hải Phòng,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Sản xuất sắt, thép, gang
Chi tiết: Sản xuất các loại dầm thép chữ H trên 150mm và ống hàn xoắn đường kính trên 600mm"
648,CÔNG TY TNHH MỘT THÀNH VIÊN XUẤT NHẬP KHẨU 2-9 ĐẮK LẮK,DAKLAK SEPTEMBER 2ND IMPORT - EXPORT COMPANY LIMITED,SIMEXCO DAKLAK LTD.,6000234538,"Số 23 đường Ngô Quyền, Phường Thắng Lợi, TP.Buôn Ma Thuột, Tỉnh Đắk Lắk, Việt Nam","LÊ TIẾN HÙNG
Ngoài ra LÊ TIẾN HÙNG còn đại diện các doanh nghiệp:
CÔNG TY TNHH MTV XUẤT NHẬP KHẨU 2-9 ĐẮKLẮK",0262 3950017,2006-07-04,Cục Thuế Tỉnh Đắk Lắk,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Bán buôn thực phẩm
649,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XỔ SỐ KIẾN THIẾT BẠC LIÊU,,CÔNG TY XỔ SỐ KIẾN THIẾT BẠC LIÊU,1900135322,"Số 07, Đường Hai Bà Trưng, Phường 3, Thành phố Bạc Liêu, Tỉnh Bạc Liêu, Việt Nam",NGUYỄN VĂN TRUYỀN ( sinh năm 1969 - Bạc Liêu) Ẩn thông tin,02913822354,2010-01-25,Cục Thuế Tỉnh Bạc Liêu,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Hoạt động xổ số, cá cược và đánh bạc
Chi tiết: Xổ số kiến thiết."
650,CÔNG TY CỔ PHẦN THANH TOÁN ĐIỆN TỬ VNPT,VNPT ELECTRONIC PAYMENT JOINT STOCK COMPANY,"VNPT-EPAY., JSC",0102713659,"Tầng 14 tòa nhà Handico, khu đô thị mới Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",KIM JE HEE,02439335133,2008-04-04,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Hoạt động dịch vụ hỗ trợ thanh toán, tín dụng"
651,CÔNG TY TRÁCH NHIỆM HỮU HẠN BẢO HIỂM NHÂN THỌ MB AGEAS,,,0107520795,Tầng 15 Tòa nhà 21 Cát Linh - Phường Cát Linh - Quận Đống đa - Hà Nội.,"Vũ Hồng Phú
Ngoài ra Vũ Hồng Phú còn đại diện các doanh nghiệp:
CÔNG TY TRÁCH NHIỆM HỮU HẠN BẢO HIỂM NHÂN THỌ MB AGEAS",0422296666,2016-07-27,Cục Thuế Thành phố Hà Nội,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),
652,CÔNG TY CỔ PHẦN PIN ẮC QUY MIỀN NAM,DRY CELL AND STORAGE BATTERY JOINTSTOCK COMPANY,PINACO,0300405462,"321 Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Lê Văn Năm,02839203062 - 0283,2004-09-23,Cục Thuế Thành phố Hồ Chí Minh,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Sản xuất pin và ắc quy
653,CÔNG TY TNHH MỘT THÀNH VIÊN XỔ SỐ KIẾN THIẾT SÓC TRĂNG,,CÔNG TY XỔ SỐ KIẾN THIẾT SÓC TRĂNG,2200108572,"Số 16, Đường Trần Hưng Đạo, Phường 2, Thành phố Sóc Trăng, Tỉnh Sóc Trăng, Việt Nam",Lê Văn Khanh,02993 822602,2009-12-30,Cục Thuế Tỉnh Sóc Trăng,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Hoạt động xổ số, cá cược và đánh bạc
Chi tiết: Hoạt động xổ số"
654,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG ĐIỆN 2,POWER ENGINEERING CONSULTING JOINT STOCK COMPANY 2,PECC2,0300420157,"32 Ngô Thời Nhiệm, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","NGUYỄN CHƠN HÙNGVÕ VĂN BÌNH
Ngoài ra NGUYỄN CHƠN HÙNGVÕ VĂN BÌNH còn đại diện các doanh nghiệp:
CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG ĐIỆN 2(NTNN)",(84-8) 22216468,2007-10-29,Cục Thuế Thành phố Hồ Chí Minh,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan
Chi tiết: Tư vấn dịch vụ kỹ thuật và xây dựng các công trình nguồn điện, thủy lợi và các công trình công nghiệp, dân dụng. Quản lý dự án và thi công xây dựng công trình điện lực, công nghiệp, dân dụng. Tư vấn quản lý dự án. Đo vẽ địa hình, địa chất, thủy văn, môi trường, địa vật lý, thí nghiệm cơ lý đất đá, cát, cuội, sỏi, nước ngầm, vật liệu xây dựng. Dịch vụ đo vẽ bản đồ địa hình, địa chất; khảo sát, điều tra tác động môi trường, bồi thường, tái định canh, định cư các dự án đầu tư xây dựng. Khảo sát địa hình xây dựng công trình. Khảo sát đo đạc địa hình xây dựng công trình. Khảo sát địa chất công trình, thi công phần nền móng công trình. Thiết kế điện cho các công trình xây dựng dân dụng và công nghiệp. Thiết kế công trình điện năng ( nhà máy điện, đường dây tải điện, trạm biến thế). Thiết kế xây dựng công trình điện. Thiết kế xây dựng công trình thủy lợi. Thiết kế xây dựng công trình hạ tầng kỹ thuật đô thị. Thiết kế xây dựng công trình giao thông ( cầu, đường bộ). Thiết kế phần thông tin liên lạc, bưu chính viễn thông công trình dân dụng và công nghiệp. Giám sát xây dựng và hoàn thiện công trình thủy lợi. Thiết kế xây dựng công trình thủy điện. Giám sát lắp đặt phần điện và thiết bị điện công trình. Thiết kế phần thủy văn các công trình thủy lợi, thủy điện. Thiết kế xây dựng công trình dân dụng-công nghiệp và mỏ. Giám sát lắp đặt thiết bị công nghệ. Thiết kế xây dựng công trình xử lý chất thải. Thẩm tra thiết kế kỹ thuật, thiết kế bản vẽ thi công, dự toán xây dựng công trình. Tư vấn đầu tư. Tư vấn đấu thầu (trừ tư vấn tài chính, kế toán). Đo đạc bản đồ, địa hình, địa chính. Xây dựng cảng đường thủy. Giám sát công tác xây dựng và hoàn thiện công trình giao thông đường thủy. Giám sát công tác lắp đặt hệ thống xử lý chất thải công trình dân dụng – công nghiệp. Thẩm tra thiết kế xây dựng công trình xử lý chất thải. Giám sát công tác xây dựng và hoàn thiện công trình dân dụng – công nghiệp. Thiết kế kết cấu công trình đường dây và trạm. Thẩm tra thiết kế kết cấu công trình đường dây và trạm. Thẩm tra thiết kế công trình điện năng (nhà máy điện, đường dây tải điện, trạm biến thế). Thiết kế cơ điện, nhiệt lạnh công trình xây dựng . Thiết kế kết cấu công trình cảng, đường thủy. Thẩm tra thiết kế kết cấu công trình cảng, đường thủy. Thẩm tra thiết kế công trình dân dụng và công nghiệp. Lập dự án đầu tư xây dựng công trình. Kiểm định chất lượng công trình xây dựng. Tư vấn thẩm tra dự án đầu tư xây dựng công trình. Quan trắc biến dạng công trình, quan trắc địa động lực. Dịch vụ quản lý, vận hành, sửa chữa, bảo dưỡng, đại tu, cải tạo, nâng cấp cho nhà máy điện, đường dây và trạm biến áp. Tư vấn điều tra cơ bản, kiểm kê, đánh giá tài nguyên nước. Tư vấn lập quy hoạch tài nguyên nước."
655,CÔNG TY TNHH SẢN XUẤT BỘT MỲ VIMAFLOUR,,VIMAFLOUR LTD.,5700101210,"Khu Công nghiệp Cái Lân, Phường Bãi Cháy, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam","HUỲNH ĐỨC CHÍNH ( sinh năm 1972 - Hà Tĩnh) Ẩn thông tin
Ngoài ra HUỲNH ĐỨC CHÍNH còn đại diện các doanh nghiệp:
CHI NHÁNH CÔNG TY TNHH SẢN XUẤT BỘT MỲ VIMAFLOUR TẠI HÀ NỘI
CÔNG TY TNHH SẢN XUẤT BỘT MỲ VIMAFLOUR NỘP HỘ THUẾ NHÀ THẦU NƯỚC NGOÀI",033 - 3845263,1994-09-01,Cục Thuế Tỉnh Quảng Ninh,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Xay xát và sản xuất bột
Chi tiết: Sản xuất các loại bột mỳ và phụ phẩm khác"
656,CÔNG TY TNHH THÉP KYOEI VIỆT NAM,KYOEI STEEL VIET NAM COMPANY LIMITED,KSVC,2700631318,"Tổ 4, Phường Nam Sơn, Thành phố Tam Điệp, Tỉnh Ninh Bình, Việt Nam",HAMADA SHIGERU,02293864033,2012-02-17,Cục Thuế Tỉnh Ninh Bình,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Sản xuất sắt, thép, gang
Chi tiết: Sản xuất thép."
657,TỔNG CÔNG TY CỔ PHẦN DỆT MAY HÒA THỌ,HOA THO TEXTILE - GARMENT JOINT STOCK CORPORATION,HOA THO CORPORATION,0400101556,"36 Ông ích Đường, Phường Hoà Thọ Đông, Quận Cẩm Lệ, Thành phố Đà Nẵng, Việt Nam",NGUYỄN VĂN HẢI,02363846290-3670295,2007-01-30,Cục Thuế TP Đà Nẵng,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),Sản xuất hàng dệt sẵn (trừ trang phục)
658,"CHI NHÁNH XÍ NGHIỆP VẬT TƯ HÒN GAI - CÔNG TY TNHH MỘT THÀNH VIÊN VẬT TƯ, VẬN TẢI VÀ XẾP DỠ - VINACOMIN",,,5700100707,"Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam","ĐẶNG VĂN AN ( sinh năm 1973 - Lạng Sơn) Ẩn thông tin
Ngoài ra ĐẶNG VĂN AN còn đại diện các doanh nghiệp:
XÍ NGHIỆP DẦU NHỜN - CÔNG TY TNHH 1 TV VẬT TƯ, VẬN TẢI VÀ XẾP DỠ - VINACOMIN
XÍ NGHIỆP XẾP DỠ - CÔNG TY TNHH 1 TV VẬT TƯ, VẬN TẢI VÀ XẾP DỠ - VINACOMIN
XÍ NGHIỆP VẬN TẢI THUỶ - CÔNG TY TNHH 1 TV VẬT TƯ, VẬN TẢI VÀ XẾP DỠ - VINACOMIN
XÍ NGHIỆP VẬT TƯ CẨM PHẢ - CÔNG TY TNHH 1 TV VẬT TƯ, VẬN TẢI VÀ XẾP DỠ - VINACOMIN",(0203) 3695899,2010-07-02,Cục Thuế Tỉnh Quảng Ninh,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),"Bán buôn máy móc, thiết bị và phụ tùng máy khác"
